District Name,website,details,all_children,location,dates_closed – start_date,dates_closed – end_date,dates_closed – indefinitely,breakfast,lunch,dinner,meal_delivery – curbside meal pickup,meal_delivery – walk-in meal pickup,meal_delivery – pending or unspecified,meal_delivery – meal delivery,start_time_1,end_time_1,start_time_2,end_time_2,start_time_3,end_time_3,address,latitude,longitude,gmaps_name,gmaps_id
Irving ISD,https://www.irvingisd.net/coronavirus,Details: Free,False,"Bowie, Crockett, Houston and Lamar Middle Schools as well as Keyes and Lee Elementary Schools",2020-03-24,2020-04-03,False,False,True,False,True,False,False,False,10:00 AM,1:00 PM,,,,,"Irving Independent School District, TX, USA",32.8190235,-96.9423844,Irving Independent School District,8cac1051b5ce64065b073e5df1fc8741ed82a4d7
Italy ISD,http://www.italyisd.org/news/spring-break-extended-through-march-20,,False,,2020-03-16,2020-03-27,False,False,False,False,False,False,True,False,,,,,,,"Italy Independent School District, TX, USA",32.14786490000001,-96.85654269999999,Italy Independent School District,3262af3f62fec953a21e81f51a6c4ea286a392fe
Jacksboro ISD,https://www.jacksboroisd.net/,,False,,2020-03-01,2021-03-01,True,False,False,False,False,False,False,False,,,,,,,"Jacksboro Independent School District, TX, USA",33.3035438,-98.1775638,Jacksboro Independent School District,b912ada93ed1e90e328a09a6ab1531a9111c07b2
Jacksonville ISD,https://www.jisd.org/,,False,,2020-03-16,2020-03-20,False,False,False,False,False,False,False,False,,,,,,,"Jacksonville Independent School District, TX, USA",31.9293086,-95.26844369999999,Jacksonville Independent School District,2f2fbcdcb8902eeb88af7941cf3b21bd92a0f8a1
Jourdanton ISD,https://www.jourdantonisd.net/,Details: JISD will be providing curbside meals to any child,False,ECC Cafeteria Side Doors,2020-03-16,2020-03-20,False,True,True,False,True,False,False,False,8:00 AM,9:00 Am,11:00 AM,12:00 PM,,,"200 Zanderson Ave, Jourdanton, TX 78026, United States",28.9081354,-98.54070349999999,Jourdanton ISD,2d72583734e5d744fef8fe51218dfff444b8bc02
Jubilee Academies,,,False,,2020-03-16,2020-03-20,False,False,False,False,False,False,False,False,,,,,,,"4434 Roland Rd, San Antonio, TX 78222, United States",29.377635,-98.406741,Jubilee Academies,ac79da260f0a98ccd7cdf5ebf48325f2c9480005
Judson ISD,,,False,,2020-03-16,2020-03-20,False,False,False,False,False,False,False,False,,,,,,,"Judson Independent School District, TX, USA",29.539781,-98.3197946,Judson Independent School District,2c0d22112077998b18fbe652e5db01f586bb2c55
Junction ISD,https://www.junctionisd.net,,False,,2020-03-16,2020-03-20,False,False,False,False,False,False,True,False,,,,,,,"Junction Independent School District, TX, USA",30.4338473,-99.8124935,Junction Independent School District,c63f9ddfcb18972e3336c98b994eb1f164d24d1c
Katy ISD,http://www.katyisd.org/Pages/default.aspx,Details: School breakfast and lunches will be offered to all Katy area children ages,False,"Bear Creek Elementary, Bethke Elementary, Golbow Elementary, Hutsell Elementary, Mayde Creek Elementary, Memorial Parkway Elementary, Sundown Elementary, West Memorial Elementary, Williams Elementary,",2020-03-16,2020-04-13,False,True,True,False,True,False,False,False,9:00 AM,11:30 AM,,,,,"Katy Independent School District, TX, USA",29.7798686,-95.7510475,Katy Independent School District,2daafb28c844ae35e51a39c2ddfe3435216f034e
Kaufman ISD,https://www.kaufmanisd.net/district/district-news,Details: Starting Monday,False,Kaufman High School,2020-03-23,2020-04-03,False,True,True,False,False,True,False,True,8:00 AM,9:00 PM,11:00 AM,12:30 PM,11:00 AM,12:30 PM,"Kaufman Independent School District, TX, USA",32.5872016,-96.2163597,Kaufman Independent School District,25e8b24774ba162f2870890533c2f16a3d85ae75
Keller ISD,https://www.kellerisd.net/site/default.aspx?PageType=3&DomainID=88&ModuleInstanceID=370&ViewID=6446EE88-D30C-497E-9316-3F8874B3E108&RenderLoc=0&FlexDataID=70626&PageID=288&fbclid=IwAR3Lls5nhusnsJa4e-pdATykuhKqJ-ew2tYph3SDf9EbH_NHg0OEuLsCy98,Details: Meals will be served curbside at these,False,"Basswood Elementary School, Bluebonnet Elementary School, Caprock Elementary School, Eagle Ridge Elementary School, Friendship Elementary School, Heritage Elementary School, Keller",2020-03-16,2020-04-03,False,True,True,False,True,False,False,False,10:30 AM,1:00 PM,,,,,"Keller Independent School District, TX, USA",32.9365496,-97.24371049999999,Keller Independent School District,62697a987b7b4135b04afa9df7577174fe24c01a
Kennard ISD,,,False,,2020-03-16,2020-03-20,False,False,False,False,False,False,False,False,,,,,,,"Kennard Independent School District, TX, USA",31.386773,-95.18492189999999,Kennard Independent School District,3832f8c11bae8a33c7b4792c63293789bb938514
Kerens ISD,https://www.kerensisd.org/,,False,,2020-03-16,2020-03-20,False,False,False,False,False,False,False,False,,,,,,,"200 Bobcat Ln, Kerens, TX 75144, United States",32.1229112,-96.226022,Kerens Independent School District,f35bdbd5a597299f244e8f8c5e0c0ae408d4a1df
Kilgore ISD,https://www.kisd.org/apps/news/article/1184836,,False,,2020-03-16,2020-03-20,False,False,False,False,False,False,False,False,,,,,,,"301 N Kilgore St, Kilgore, TX 75662, United States",32.3881588,-94.8745637,Kilgore Independent School District,788ff2af513b3d6a84e04c3e20e1c52d56f13b9a
Kilgore ISD,https://www.kisd.org/apps/news/article/1184836,,False,,2020-03-16,2020-03-20,False,False,False,False,False,False,False,False,,,,,,,"Kilgore Independent School District, TX, USA",32.3770699,-94.8313257,Kilgore Independent School District,be8f972bd8d187a8b88aaad08ab5d94fd0da65c6
Killeen ISD,,,False,,2020-03-16,2020-03-20,False,False,False,False,False,False,False,False,,,,,,,"Killeen Independent School District, TX, USA",31.1670884,-97.7416703,Killeen Independent School District,76e1681a7e8267aafdf8db513b0cc95509897783
KIPP Texas ,https://kipptexas.org/kipp-texas-school-buildings-closed-march-23-27/,,False,,2020-03-23,2020-03-27,False,False,False,False,False,False,False,False,,,,,,,"201 E 144th St, The Bronx, NY 10451, United States",40.8161313,-73.9262261,KIPP NYC College Prep High School,d48fafcb0af91733f99fac8099344e4d8b1a5ec7
KIPP Texas ,https://kipptexas.org/kipp-texas-school-buildings-closed-march-23-27/,,False,,2020-03-23,2020-03-27,False,False,False,False,False,False,False,False,,,,,,,"433 W 123rd St, New York, NY 10027, United States",40.8108537,-73.9563386,Kipp To College,cf107272e1ae63b613872cf18bc7cc0727b6b87d
Klein ISD,https://kleinisd.net/cms/One.aspx?portalId=568125&pageId=1974168,Details:  Each child will receive a week,False," Hildebrant Intermediate, Klein Annex, Strack Intermediate, Klein Intermediate, Wunderlich Intermediate, Wunderlick Intermediate",2020-03-16,2020-03-20,False,True,True,False,True,False,False,False,,,,,,,"Klein Independent School District, TX, USA",30.0655457,-95.5407299,Klein Independent School District,10f7ec614bf332a3739157431d9ae83890f7cf97
Knippa ISD,https://www.knippaisd.net/ ,,False,,2020-03-18,2020-03-30,False,False,False,False,False,False,False,False,,,,,,,"100 Kessler St, Knippa, TX 78870, United States",29.2997001,-99.6334919,Knippa Independent School District,6ed7296e5128c97a8770aa3cfbc6bbf31cfb5bf6
La Porte ISD,https://www.lpisd.org/,Details: The meals will be handed out drive-thru style to all children who are,True,James H. Baker Sixth Grade Campus,2020-03-16,2020-03-20,False,True,True,False,True,False,False,False,7:30 AM,9:00 AM,11:00 AM,12:30 PM,,,"La Porte Independent School District, TX, USA",29.6702429,-95.0390536,La Porte Independent School District,f9ea52dbe96b663830bae05b107c7734d9f80536
La Vega ISD,https://www.lavegaisd.org/apps/news/article/1185268,Details: Anyone under,False,Every District Campus,2020-03-16,2020-03-27,False,True,True,False,True,False,False,False,6:30 AM,8:30 AM,11:00 AM,1:00 PM,,,"La Vega Independent School District, TX, USA",31.6031285,-97.0821162,La Vega Independent School District,6dfd20715d20e0242236dfad1e7697cafe73e20a
Lake Dallas ISD,https://www.ldisd.net/Page/7308,Details: Lake Dallas ISD will provide free meals for all students,False,Lake Dallas Elementary School,2020-03-24,2020-04-03,False,True,True,False,True,False,False,False,7:30 AM,9:00 AM,11:30 AM,1:00 PM,,,"Lake Dallas Independent School District, TX, USA",33.1174921,-97.0175879,Lake Dallas Independent School District,a5dd8293e86310276141145c0ce67f24da093add
Lake Worth ISD,https://www.facebook.com/lwisd/photos/a.805483662806332/2930856560269021/?type=3&theater,Details: Meals will be located at the front of each school during these times. To provide additional support to our families during this time Child Nutrition wil offer Grab and Go Lunch and Breakfast,False,,2020-03-16,2020-04-03,False,True,True,False,True,False,False,False,11:00 AM,12:30 PM,,,,,"Lake Worth Independent School District, TX, USA",32.8208397,-97.4002872,Lake Worth Independent School District,bb3014fed29aee19b0f9278b6eca19ad08c823c1
Lamar CISD,https://www.lcisd.org/about/lamar-cisd-covid-19-coronavirus-updates?fbclid=IwAR0iAaYppEZOwo8yIvIwdWKZNbWn_RwjBwLtGcRHMxO88cV4Jk9zwm3flqA,Details: These meals will be available for free for anyone,False,"Beasley Elementary, Foster High School, Fulshear High School, George Ranch High School, Lamar Consolidated High School,",2020-03-16,2020-03-20,False,True,True,False,True,True,False,False,,,,,,,"Lamar Consolidated Independent School District, TX, USA",29.5248666,-95.77212039999999,Lamar Consolidated Independent School District,e119a7f1a8c4b491e065d852527c2777d4a961a1
Lancaster ISD,https://www.lancasterisd.org/Page/1187,Details: Lancaster ISD will provide FREE drive-thru or curbside meals at Lancaster High School between,False,Lancaster High School,2020-03-16,2020-04-03,False,True,True,False,True,False,False,False,,,,,,,"Lancaster Independent School District, TX, USA",32.591762,-96.7815237,Lancaster Independent School District,bb23ea6218ef4cdc56e708689ec953b4be544d78
La Pryor ISD,https://www.facebook.com/profile.php?id=100013659931969,Details: The meals are for all children ages,True,Unspecified,2020-03-16,2020-03-20,False,True,True,False,True,False,False,False,7:30 AM,8:45 AM,11:00 AM,12:30 PM,,,"La Pryor Independent School District, TX, USA",29.0020679,-99.9465077,La Pryor Independent School District,642bf9794c7eeb547dd696aa7e772736ffe8f151
Latexo ISD,,,False,,2020-03-16,2020-03-20,False,False,False,False,False,False,False,False,,,,,,,"Latexo Independent School District, TX, USA",31.3965232,-95.4987565,Latexo Independent School District,ce8861f7caf95a1a8eb635d532ab928f56e13e05
La Vernia ISD,https://www.lvisd.org/Page/3634,Details: All current LVISD students are welcome to use this service,False,Intermediate School Bus Lane,2020-03-16,2020-04-03,False,True,True,False,True,False,False,False,7:30 AM,8:00 AM,11:00 AM,12:00 PM,,,"La Vernia Independent School District, TX, USA",29.3797764,-98.1120116,La Vernia Independent School District,f282788a39608b140fe4b12835f29819b0016ebe
Leander ISD,https://news.leanderisd.org/leander-isd-to-suspend-normal-school-operations-for-2-weeks-through-april-5/?fbclid=IwAR26eLXvdRc2af7DzkFlwHCoidQhS3okWhgFSb9mB0OSUjz0faugwYBQDRE,Details: We will provide free,False,"Bagdad Elementary School, Reed Elementary School, River Place Elementary School, and Running Brushy Middle School",2020-03-16,2020-04-03,False,True,True,False,True,False,False,False,7:30 AM,9:00 AM,12:00 PM,1:30 PM,,,"Leander Independent School District, TX, USA",30.5416653,-97.8939317,Leander Independent School District,dfd668281d2a096b5f20f2eec28d4262322a1db5
Leonard ISD,https://www.leonardisd.net/,Details: Leonard ISD Child Nutrition Department will be offering FREE Sack Lunch Meals FREE to all kids,False,Elementary School,2020-03-16,2020-04-03,False,False,True,False,True,False,False,False,,,,,,,"Leonard Independent School District, TX, USA",33.3821849,-96.2482149,Leonard Independent School District,7016e6ba24a151b754128cc8e2482df712bb5053
Leveretts Chapel ISD,https://www.leverettschapelisd.net/,,False,,2020-03-16,2020-03-20,False,False,False,False,False,False,False,False,,,,,,,"Leverett's Chapel Independent School District, TX, USA",32.3345019,-94.90913289999999,Leverett's Chapel Independent School District,f001d5c6b72490933a558bee82d32f4767f303d5
Lewisville ISD,https://www.google.com/maps/d/u/0/viewer?ll=33.114803407080096%2C-97.03214127612307&z=12&mid=12kXyIkumC2AnfvbfkSJ5y__MHPfT_E8s,Details: Free drive-up grab,False,"Mill Street Elementary, Southridge Elementary, Peters Colony Elementary, Lewisville High School, Vickery Elementary, DeLay Middle School, LISD STEM Academy at Polser, Huffines Middle School",2020-03-23,2020-04-03,False,True,True,False,True,False,False,False,7:30 AM,8:30 AM,11:00 AM,12:30 PM,,,"Lewisville Independent School District, TX, USA",33.0409218,-96.9853474,Lewisville Independent School District,d37c4387d683f3dfd3aa44baf2182f9882fcc185
Liberty - Eylau ISD,https://s3.amazonaws.com/scschoolfiles/736/covid-19_letter.pdf,,False,,2020-03-16,2020-03-20,False,False,False,False,False,False,False,False,,,,,,,"2901 Leopard Dr, Texarkana, TX 75501, United States",33.3927249,-94.0919681,Liberty-Eylau School District,aeeff6c27366510b0351348acddf37c54102c108
Liberty Hill ISD,,,False,,2020-03-16,2020-03-20,False,False,False,False,False,False,False,False,,,,,,,"Liberty Hill Independent School District, TX, USA",30.6761971,-97.9374948,Liberty Hill Independent School District,d52f1dd74a69fdccf2cd4f4a169c298a7bddb462
Liberty ISD,https://www.libertyhill.txed.net/site/default.aspx?PageType=3&DomainID=4&ModuleInstanceID=60&ViewID=6446EE88-D30C-497E-9316-3F8874B3E108&RenderLoc=0&FlexDataID=4718&PageID=1,Details: Meal pickup will be at the bus drop-off lane on the west side of the school.,False,Liberty Middle School,2020-03-16,2020-03-20,False,False,True,False,True,False,False,False,10:00 AM,1:00 PM,,,,,"Liberty Independent School District, TX, USA",30.0265679,-94.7691586,Liberty Independent School District,1b3785f0fe19878bf9bbda4f657b7fd908749f28
Lindale ISD,https://fbc7e898-3f1e-430c-aa81-678d417f5016.filesusr.com/ugd/8f47a8_d2b180cd4f8c40ad8aed64a260f88605.pdf,,False,,2020-03-16,2020-03-20,False,False,False,False,False,False,False,False,,,,,,,"Lindale Independent School District, TX, USA",32.5322452,-95.4568133,Lindale Independent School District,185c7984fe56f8e6bb940de301a3fe61dbe8ba93
Linden - Kildare,https://www.lkcisd.net/264247_2,Details: We will run a trial meal plan on Tuesday,False,Junior High Campus,2020-03-16,2020-03-20,False,True,True,False,False,True,False,False,7:30 AM,9:00 AM,11:00 AM,1:00 PM,,,"Linden-Kildare Consolidated Independent School District, TX, USA",32.9581555,-94.35651299999999,Linden-Kildare Consolidated Independent School District,f16ec8500ea9effa0d5972a9f61234fe20107590
Livingston ISD,,Details: Meals will be offered through the Cedar Grove Elementary car rider line for all district students.,False,Cedar Grove Elementary,2020-03-16,2020-03-20,False,True,True,False,True,False,False,False,7:00 AM,8:00 AM,11:00 AM,1:00 PM,,,"Livingston Independent School District, TX, USA",30.7341488,-94.9143239,Livingston Independent School District,b6d1392f488fd58028eda8cc7baad5d717ec035e
Lockhart ISD,"http://lockhartisd.org/UserFiles/Servers/Server_89742/File/News/Message%20from%20the%20Superintendent%20_%20March%2016,%202020.pdf?fbclid=IwAR0y30oH7V86tHC0MYQoZHLhvaT-yAM80oYj89zLA06CO1QTvB3-OrDHUhs",Details: Simply drive up to the pickup site and child nutrition staff will hand you meals through the car window. For those who do not drive and need to walk to pick up the meal,False,Each school campus in the district,2020-03-16,2020-04-03,False,True,True,False,True,False,False,True,7:30 AM,8:30 AM,11:00 AM,1:00 PM,,,"Lockhart Independent School District, TX, USA",29.8906464,-97.654811,Lockhart Independent School District,c9de14a290c03b868eaf80ce3933090a5a51d57e
Longview ISD,http://w3.lisd.org/,Details: Any child that attends LISD and comes to these campuses will be given two meals. All students will need to present their ID number when they pick up meals and this will happen in the back of the campus,False,"Longview High School, Forest Park Middle School, South Ward, Ware, Foster Middle School, Bramlette STEAM Academy, J.L. Everhart and Judson STEAM Academy.",2020-03-16,2020-03-27,False,True,True,False,False,True,False,True,10:00 AM,12:00 PM,,,,,"Longview Independent School District, TX, USA",32.5609303,-94.7484518,Longview Independent School District,b757d090294755886233c72a72651791d0fd7713
Lorena ISD,https://docs.google.com/forms/d/e/1FAIpQLSf_K1WuhWeXNO7tOWCal2NgSGai_q8a_hJqg-Y9_cq__vzFXQ/viewform,,False,Primary School campus,2020-03-16,2020-03-27,False,True,True,False,True,False,False,False,9:00 AM,11:30 AM,,,,,"Lorena Independent School District, TX, USA",31.4009371,-97.24371049999999,Lorena Independent School District,589113992bc2722342e6d2b62d6eeff988bc9995
Lovejoy ISD,,,False,,2020-03-16,2020-03-20,False,False,False,False,False,False,False,False,,,,,,,"Lovejoy Independent School District, TX, USA",33.0960961,-96.5890166,Lovejoy Independent School District,32121e446549983ad750da30bb1282a98224f646
Lufkin ISD,https://www.lufkinisd.org/category/lufkin-isd/,Details: Meals will be served through pick-up only. Students age,False,"Lufkin High School, Brandon Elementary or Slack Elementary",2020-03-16,2020-03-20,False,True,True,False,False,True,False,False,7:30 AM,9:30 AM,11:30 AM,1:30 AM,,,"Lufkin Independent School District, TX, USA",31.314639,-94.6863782,Lufkin Independent School District,2e31283d3f59921b93be5e2db4c014af01630599
Lytle ISD,https://www.lytleisd.org/,Details: Both breakfast and lunch meals are provided once daily. For the safety of all,False,"Primary,  Elementary, Junior High or High Schools",2020-03-16,2020-03-20,False,True,True,False,True,False,False,False,11:00 AM,1:00 PM,,,,,"Lytle Independent School District, TX, USA",29.1997185,-98.770147,Lytle Independent School District,020c0230109b362a171f9e46afd1cd93b0a3bc92
Magnolia ISD,https://www.magnoliaisd.org/apps/news/article/1184405?fbclid=IwAR3TPhH1OjBLqOwXxz2GzM3S5lepnWcrbpL-n4kFAwqjZFemLITo_L-6XmI,,True,Magnolia Elementary School,2020-03-16,2020-03-20,False,True,True,False,True,False,False,False,9:00 AM,11:00 AM,,,,,"Magnolia Independent School District, TX, USA",30.1964892,-95.70892409999999,Magnolia Independent School District,ea7b0770185e6c2030095770e3287a53011c151d
Malakof ISD,https://www.malakoffisd.org/,,False,,2020-03-16,2020-03-20,False,False,False,False,False,False,False,False,,,,,,,"Malakoff Independent School District, TX, USA",32.1891355,-96.0467429,Malakoff Independent School District,08998f596becee1926adf7ee9e1f027c60b1eef2
Malone ISD,https://www.maloneisd.org/34074?articleID=50400,,False,,2020-03-16,2020-03-20,False,False,False,False,False,False,False,False,,,,,,,"202 W Hackberry St, Malone, TX 76660, United States",31.9198121,-96.8953614,Malone ISD,cc7c90b554964d2a4bc3eaf8c40db6719ecb0155
Manor ISD,https://www.facebook.com/manorisd/,Details: Curbside lunch meals will be provided for each child in the vehicle. Families are advised to stay in their cars and not enter buildings during meal pick up. Meals will be provided Monday through Friday starting on March,False,"Manor New Tech High School, Blake Manor Elementary and Decker Elementary",2020-03-16,2020-03-27,False,False,True,False,True,False,False,False,11:00 AM,12:30 PM,,,,,"Manor Independent School District, TX, USA",30.3332225,-97.54638849999999,Manor Independent School District,bec6d67eff49fe1752f1834dccea1d0dd7f52498
Mansfield ISD,https://resources.finalsite.net/images/v1584154338/mansfieldisd/usshuxy5mxizmg4eqfau/MISDCoronavirusClosureDetails-March13.pdf,Details: Free healthy,True,"Glenn Harmon Elementary School, D.P. Morris Elementary School, Annette Perry Elementary School, Mary Jo Sheppard Elementary School, Della Icenhower Intermediate School, Danny Jones Middle School",2020-03-16,2020-04-03,False,False,True,False,True,False,False,False,11:00 AM,12:00 PM,,,,,"Mansfield Independent School District, TX, USA",32.5821586,-97.1574784,Mansfield Independent School District,52418f84b551e44df539f09a8d67619255d1e9e2
Marlin ISD,https://www.marlinisd.org/,,False,,2020-03-16,2020-03-20,False,False,False,False,False,False,True,False,,,,,,,"Marlin Independent School District, TX, USA",31.3118535,-96.79223549999999,Marlin Independent School District,34de388323cfebeb17521ebe35cbd5a5421bf115
Marion ISD,http://www.marionisd.net/,,False,,2020-03-16,2020-03-20,False,False,False,False,False,False,False,False,,,,,,,"506 Bulldog Ln, Marion, TX 78124, United States",29.5671806,-98.1412795,Marion High School,9fa8578672bea4067e04f3e9fb734cee085b24da
Marion ISD,http://www.marionisd.net/,,False,,2020-03-16,2020-03-20,False,False,False,False,False,False,False,False,,,,,,,"Marion Independent School District, TX, USA",29.564169,-98.1120116,Marion Independent School District,d6bd06d0a28202a40be6ef1ad07a6e602c55a311
Marshall ISD,https://www.marshallisd.com/news/district_news/district_closed,,False,,2020-03-16,2020-03-20,False,False,False,False,False,False,False,False,,,,,,,"1305 E Pinecrest Dr, Marshall, TX 75670, United States",32.5280414,-94.35328469999999,Marshall Independent School District,78d81468662c588feafc78a55b5f8294d3da379b
Martinsville ISD,http://www.martinsvilleisd.com/,,False,,2020-03-16,2020-03-20,False,False,False,False,False,False,False,False,,,,,,,"Martinsville Independent School District, TX, USA",31.664675,-94.4593791,Martinsville Independent School District,39369b5a10958ede3558105199915b28cf378683
Mason  ISD,http://www.masonisd.net,,False,,2020-03-16,2020-03-20,False,False,False,False,False,False,False,False,,,,,,,"911 E College Ave, Mason, TX 76856, United States",30.7439479,-99.23502049999999,Mason Independent School District,bc545962f09e381905e92f4dcf738dbf2abf85d9
Matagorda ISD,,,False,,2020-03-16,2020-03-20,False,False,False,False,False,False,True,False,,,,,,,"717 Wightman St, Matagorda, TX 77457, United States",28.6929874,-95.9696544,Matagorda Elementary School,3ec47172ebcdfb7b582a27fc531bbb3ab425f83c
May ISD,http://www.mayisd.com,,False,,2020-03-16,2020-03-20,False,False,False,False,False,False,False,False,,,,,,,"3400 Co Rd 411, May, TX 76857, United States",31.9788432,-98.9232703,May Independent School District,8d0c66828f3406d31c8d6c844c0649afec45aedc
McAllen ISD,https://www.mcallenisd.org/apps/pages/coronavirus,Details: MEALS,False,All District School Campuses,2020-03-16,2020-04-03,False,True,True,False,True,False,False,False,11:30 AM,12:30 PM,,,,,"McAllen Independent School District, TX, USA",26.2064888,-98.2431747,McAllen Independent School District,da2b8bc9ebff32eb8506967229518a53a6f25dab
McCamey ISD,http://www.mcisd.esc18.net,Details: Meals will be available for children ages,True,McCamey Primary Driveway,2020-03-16,2020-03-20,False,True,True,False,True,False,False,False,9:00 AM,10:00 AM,11:00 AM,12:30 PM,,,"111 E 11th St, McCamey, TX 79752, United States",31.12814479999999,-102.2202207,Mc Camey Independent School District,a9c59afb932dab1aa14e9983682a1f7efd455aaa
McDade ISD,https://www.smithvilleisd.org/apps/pages/index.jsp?uREC_ID=186536&type=d&pREC_ID=1844358,,False,,2020-03-16,2020-04-05,False,False,False,False,False,False,False,False,,,,,,,"156 Marlin St, McDade, TX 78650, United States",30.2830711,-97.2401656,McDade Independent School District,4cf3672757a78a49bd4debd3a796bac9d87bab60
McGregor ISD,,,False,,2020-03-16,2020-03-27,False,False,False,False,False,False,False,False,,,,,,,"McGregor Independent School District, TX, USA",31.4365159,-97.4165053,McGregor Independent School District,0f0e6f863c7183f6e52970ec06d184364964571c
McKinney ISD,https://www.mckinneyisd.net/health-services-wellness/coronavirus-covid-19/,Details: Meals will be handed out in the front driveways of these schools. Free for any MISD student.,False,"Webb, Finch, McNeil, Slaughter, Vega Elementary and Malvern Elementary",2020-03-16,2020-04-03,False,True,True,False,True,False,False,False,7:30 AM,8:30 AM,11:00 AM,12:30 PM,,,"McKinney Independent School District, TX, USA",33.1962954,-96.59969629999999,McKinney Independent School District,53cc2bd1c3cc43e1c592620345ed9deb73a8ad7a
McLeod ISD,http://www.mcleodisd.net/sites/mcleodisd.net/files/schoolclosuremarch1620.pdf,Details:. If you wish to pick up a meal,False,Not Specified,2020-03-16,2020-03-20,False,True,True,False,True,False,False,False,7:30 AM,9:30 AM,11:00 AM,1:00 PM,,,"McLeod Independent School District, TX, USA",32.9330593,-94.100217,McLeod Independent School District,5d252b1ed1e196797bee3e1df1f5c97cdab02b9a
Meadowland Charter Districts,https://meadowlanddistrict.org/,,False,,2020-03-16,2020-03-20,False,False,False,False,False,False,False,False,,,,,,,"121 Old San Antonio Rd, Boerne, TX 78006, United States",29.7660032,-98.7095198,Meadowland Charter School,aaf900c310d7227f553775ae9a9f8bed6000d12a
Medina ISD,https://www.medinaisd.org/29830_1,,False,,2020-03-16,2020-03-20,False,False,False,False,False,False,False,False,,,,,,,"Medina Independent School District, TX, USA",29.7831879,-99.32292129999999,Medina Independent School District,5a494f1c6369ab1b5c796a48df5ed2501a451803
Medina Valley ISD,https://www.mvisd.com/site/default.aspx?PageType=3&DomainID=2888&ModuleInstanceID=9305&ViewID=6446EE88-D30C-497E-9316-3F8874B3E108&RenderLoc=0&FlexDataID=19542&PageID=5793,Details:.,False,MVHS,2020-03-16,2020-03-20,False,True,True,False,True,False,False,False,7:30 AM,8:30 AM,11:00 AM,12:30 PM,,,"Medina Valley Independent School District, TX, USA",29.44588469999999,-98.88039250000001,Medina Valley Independent School District,32fb9390c369bb19b82995666f8aa6a96acf2a11
Melissa ISD,,,False,,2020-03-16,2020-03-20,False,False,False,False,False,False,False,False,,,,,,,"Melissa Independent School District, TX, USA",33.2774174,-96.5463156,Melissa Independent School District,673e5131f5ebada238ef826c127d2837aec65109
Menard ISD,http://www.menardisd.net,Details:. Free meal pick up for MISD students every weekday. Call,False,Elementary and Junior High,2020-03-16,2020-03-20,False,False,True,False,False,True,False,False,,,,,,,"Menard Independent School District, TX, USA",30.9313882,-99.85714159999999,Menard Independent School District,cec3a049350f2b97c5d392cdfe9647f609b709a7
Merkel ISD,https://www.merkelisd.net,Details:. You will drive through the drop off lanes,False,Elementary Building,2020-03-16,2020-03-20,False,True,True,False,True,False,False,False,7:45 AM,8:30 AM,11:30 AM,12:30 PM,,,"Merkel Independent School District, TX, USA",32.4593713,-99.9465077,Merkel Independent School District,d6f2c8111ea12ae4a4021ec2442ec9afb14a7693
Mesquite ISD,https://www.mesquiteisd.org/community/coronavirus-information-and-updates?fbclid=IwAR3kabQDu3cszVCs_srBkSx32vkvZra3g6ZgdyxobMi0wcTvPaMLczCBSGo,Details: Mesquite ISD will provide FREE curbside meals to all Mesquite ISD students while schools are closed. Lunch,False,All Mesquite ISD High Schools,2020-03-16,2020-04-03,False,True,True,False,True,False,False,False,10:00 AM,12:00 PM,,,,,"Mesquite Independent School District, TX, USA",32.7476739,-96.59969629999999,Mesquite Independent School District,8a722c59cab045c83aabe19be787cff8767b59f2
Mexia ISD,https://www.mexiaisd.net/article/210925?org=mexia-independent-school-district,Details:. Meals will be available for all students,False,R.Q. Sims Intermediate Canopy Line,2020-03-16,2020-03-27,False,False,True,False,True,False,False,False,11:00 AM,1:00 PM,,,,,"Mexia Independent School District, TX, USA",31.667419,-96.5143087,Mexia Independent School District,4399430bd97d5fbf07defe62c3653ef718359da5
Midland ISD,http://www.midlandisd.net,Details: Any child,False,Elementary Schools,2020-03-16,2020-03-27,False,True,True,False,True,False,False,False,7:30 AM,8:30 AM,11:30 AM,12:30 PM,,,"615 W Missouri Ave, Midland, TX 79701, United States",31.9960416,-102.0814251,Midland Independent School District,b3a16d8c7a2cd52576bb11f12197c08508c0ec59
Midway ISD,https://www.midwayisd.org/coronavirus,Details: USDA requires children to be present when picking up the food to prove the number of children you have,True,"Castleman Creek Elementary, Hewitt Elementary, Speegleville Elementary",2020-03-16,2020-03-27,False,True,True,False,True,False,False,False,8:00 AM,9:00 AM,11:00 AM,12:00 PM,,,"Midway Independent School District, TX, USA",31.5013849,-97.27607599999999,Midway Independent School District,6258f98dc496b2a357d5037e6dd3e1eac6e199f7
Milano ISD,http://www.mumford.k12.tx.us/,,False,,2020-03-16,2020-03-20,False,False,False,False,False,False,False,False,,,,,,,"500 N 5th St, Milano, TX 76556, United States",30.71134129999999,-96.8664321,MILANO INDEPENDENT SCHOOL DISTRICT,9b3f1db55a0c0b56c79018f08463f8734103ab07
Miles ISD,http://www.milesisd.net,,False,,2020-03-16,2020-03-20,False,False,False,False,False,False,False,False,,,,,,,"1001 Robinson St, Miles, TX 76861, United States",31.6049515,-100.1856325,Miles Independent School District,a1fc06df93880d6edf26201a881f5ede9d4edeb9
