District Name,website,details,all_children,location,dates_closed – start_date,dates_closed – end_date,dates_closed – indefinitely,breakfast,lunch,dinner,meal_delivery – curbside meal pickup,meal_delivery – walk-in meal pickup,meal_delivery – pending or unspecified,meal_delivery – meal delivery,start_time_1,end_time_1,start_time_2,end_time_2,start_time_3,end_time_3,address,latitude,longitude,gmaps_name,gmaps_id
Etoile ISD,http://www.etoile.esc7.net/?PageName=LatestNews&Section=LatestNews&ItemID=557476&ISrc=School&Itype=News,,False,,2020-03-16,2020-03-20,False,False,False,False,False,False,False,False,,,,,,,"Etoile Independent School District, TX, USA",31.3483564,-94.3770704,Etoile Independent School District,45f704506e63580f8db7ca0086b165bc2b3b09ba
Eustace ISD,https://www.eustaceisd.net/,,False,,2020-03-16,2020-03-20,False,False,False,False,False,False,False,False,,,,,,,"320 FM316, Eustace, TX 75124, United States",32.3023853,-96.00747930000001,Eustace Independent School District,f102add6b3c8c65d70181ad34bfe195c2d8691f1
Evant ISD,,,False,,2020-03-16,2020-03-20,False,False,False,False,False,False,False,False,,,,,,,"339 N Memory Ln, Evant, TX 76525, United States",31.4735484,-98.1516875,Evant Isd School,5f5a003ab2100985968694a8ff1530c9f3b0632d
Evant ISD,,,False,,2020-03-16,2020-03-20,False,False,False,False,False,False,False,False,,,,,,,"Evant Independent School District, TX, USA",31.5036457,-98.1775638,Evant Independent School District,159a54155a2985fd7c01d9bc8ba7eafd5edc6b0e
Everman ISD,https://www.eisd.org/,Details: For all children,True,E. Ray Elementary,2020-03-16,2020-04-03,False,False,True,False,False,True,False,False,11:30 AM,1:00 PM,,,,,"Everman Independent School District, TX, USA",32.631572,-97.27607599999999,Everman Independent School District,06c66642a31a2889c2e3299e07c775f89a3d9d9e
Excelsior ISD,https://excelsiorisd.weebly.com/,,False,,2020-03-16,2020-03-20,False,False,False,False,False,False,False,False,,,,,,,"Excelsior Independent School District, TX 75935, USA",31.7027109,-94.3462373,Excelsior Independent School District,1d60a420fa71607e0a7a4b7a19ffb8eaef94eaf5
Fabens ISD,https://www.fabensisd.net/,Details: Breakfast and lunch will be provided to all students and children,False,Fabens High School Cafeteria,2020-03-23,2020-04-04,False,True,True,False,False,True,False,False,7:30 AM,9:00 AM,11:00 AM,1:00 PM,,,"Fabens Independent School District, TX, USA",31.5245328,-106.1345705,Fabens Independent School District,31e2180f9c994867e7d89be6a401120ea0cbe315
Falls City ISD,https://www.fcisd.net/,,False,,2020-03-16,2020-03-20,False,False,False,False,False,False,False,False,,,,,,,"Falls City Independent School District, TX, USA",28.9693007,-98.0247005,Falls City Independent School District,e4440f3bbdde1ec38b1e031b6042cc2acf100939
FairField ISD,https://www.fairfieldisd.net/,,False,,2020-03-16,2020-03-20,False,False,False,False,False,False,False,False,,,,,,,"Fairfield Independent School District, TX, USA",31.8009282,-96.11029429999999,Fairfield Independent School District,d0eb065e46591da757abc3d47f3c5c75cfb735da
Fort Bend ISD,https://www.facebook.com/FortBendISD/,,False,Where:,2020-03-16,2020-04-10,False,True,True,False,True,False,False,False,7:30 AM,9:00 PM,11:30 AM,1:00 PM,,,"Fort Bend Independent School District, TX, USA",29.5560621,-95.5827334,Fort Bend Independent School District,d59ba642533cdb2cc24432e54059a7f061c1398b
Fort Worth ISD,https://www.fwisd.org/site/default.aspx?PageType=3&DomainID=6638&ModuleInstanceID=1326&ViewID=6446EE88-D30C-497E-9316-3F8874B3E108&RenderLoc=0&FlexDataID=60848&PageID=23622,Details: Breakfast and lunch will be provided to all students and children,False,,2020-03-16,2020-04-10,False,True,True,False,False,True,False,False,,,,,,,"Fort Worth Independent School District, TX, USA",32.7070936,-97.33005299999999,Fort Worth Independent School District,20b1b8e6ead15d1e1e6e518feb5fa396164660c6
Frankston ISD,https://www.frankstonisd.net/,,False,,2020-03-16,2020-03-20,False,False,False,False,False,False,False,False,,,,,,,"Frankston Independent School District, TX, USA",32.0329498,-95.4987565,Frankston Independent School District,6c7052b2b7921d16a3aec5779243c5f371c9e5ea
Friendswood ISD,https://myfisd.com/covid-19/,Details:  Meals consist of a packaged lunch and a breakfast meal for the next day.,False,Bales,2020-03-16,2020-04-10,False,True,True,False,True,False,False,False,10:30 AM,12:30 PM,,,,,"Friendswood Independent School District, TX, USA",29.5079282,-95.2005729,Friendswood Independent School District,976d4ca9312f24f3b35eab14648ca8261023bf8a
Frisco ISD,https://docs.google.com/forms/d/e/1FAIpQLSesmr4h7Ow70T-fDECCfXGREegA-bzMiwI69OMXcqE_aYTaHw/viewform?fbclid=IwAR1KbucVYkybGM9vo6B_QMV1Ycg4ZFoc1H7QKSTfLUYgXBUK6UYYWPBBen0,Details: Frisco ISD will be providing FREE,False,"Where:Hunt Middle School, Lawler Middle School, Pearson Middle School, Roach Middle School, Scoggins Middle School, Trent Middle School",2020-03-16,2020-04-03,False,True,True,False,False,True,False,False,11:30 AM,12:30 PM,,,,,"Frisco Independent School District, TX, USA",33.1400054,-96.81366419999999,Frisco Independent School District,8e09c642ac06dc1b14aa5eb7120608c34ae0d795
Ft. Hancock ISD,http://www.fhisd.net/cms/One.aspx?portalId=252566&pageId=13219014&fbclid=IwAR0tB5zE5f-ogfS36tREWrZSPD41O-dvtTUbt-UeFqW2i0UQNfj_hYRhu3o ,,False,,2020-03-23,2020-03-27,False,False,False,False,False,False,False,False,,,,,,,"Fort Hancock Independent School District, TX, USA",31.6480129,-105.6881788,Fort Hancock Independent School District,72d957eec26ce59169880880120477b67ba29c1a
Galena Park ISD,https://www.galenaparkisd.com/,Details: Meals will be distributed near the bus ramp of each designated campus,False,"Woodland Acres Elementary, Sam Houston Elementary, Dr. Shirley J. Williamson Elementary, North Shore Middle School",2020-03-16,2020-04-10,False,True,True,False,True,False,False,False,7:30 AM,9:00 AM,10:45 AM,12:15 PM,,,"Galena Park Independent School District, TX, USA",29.7690048,-95.1744903,Galena Park Independent School District,555877381079ae5bb4dfe1ecd12160a99fad143e
Galveston ISD,https://www.gisd.org/site/Default.aspx?PageID=10885,,False,Mondays,2020-03-16,2020-04-10,False,True,True,False,True,False,False,False,11:00 AM,12:30 PM,,,,,"Galveston Independent School District, TX, USA",29.2716876,-94.86243549999999,Galveston Independent School District,2d3186937b42a4e4d27135d52fcf2dc4f1ccca14
Garland ISD,https://www.garlandisd.net/node/11257#CV19meals,Details: Students or families may walk up or remain in their cars to pick up meals curbside at the front of designated campus sites. One meal will be provided for each child who is present and under,False,"Back Elementary School, Coyle Middle School, Dorsey Elementary School, Giddens",2020-03-16,2020-04-03,False,False,False,False,True,True,False,False,8:00 AM,9:00 AM,12:00 PM,1:00 PM,,,"Garland Independent School District, TX, USA",32.9273635,-96.59969629999999,Garland Independent School District,32ac985ecaacf984f58c59cb20ca79b7fb134fd2
Gatesville ISD,https://www.facebook.com/pg/Gatesvilleisd/posts/?ref=page_internal,Details: Students in any grade may go to either of those locations and receive a sack meal.,False,Primary and Elementary Campus Parking Lots,2020-03-16,2020-03-20,False,True,True,True,False,True,False,False,,,,,,,"Gatesville Independent School District, TX, USA",31.439983,-97.7416703,Gatesville Independent School District,f78477e1f177cb5d89789fddd0b4667d404b7511
Georgetown ISD,https://www.georgetownisd.org/coronavirus,,False,,2020-03-15,2020-04-03,False,False,False,False,False,False,False,False,,,,,,,"Georgetown Independent School District, TX, USA",30.6461757,-97.6765157,Georgetown Independent School District,c86b6b427b4299b8c62af9b0456c9f7b3e587d0a
Giddings ISD,https://www.giddingsisd.net/article/208727?org=giddings-isd,,False,,2020-03-16,2020-03-20,False,False,False,False,False,False,False,False,,,,,,,"2337 N Main St, Giddings, TX 78942, United States",30.201823,-96.93243819999999,Giddings Independent School District,011c56dc9ae077480d5ecec908b788dd1eb24b2d
Giddings ISD,https://www.giddingsisd.net/article/208727?org=giddings-isd,,False,,2020-03-16,2020-03-20,False,False,False,False,False,False,False,False,,,,,,,"2335 N Main St, Giddings, TX 78942, United States",30.20169649999999,-96.9313966,Giddings Middle School,07f8074d55538bbc36f5d692336296817b4e6993
Gilmer ISD,https://www.gilmerisd.org/,,False,,2020-03-16,2020-03-20,False,False,False,False,False,False,False,False,,,,,,,"Gilmer Independent School District, TX, USA",32.7349582,-94.9143239,Gilmer Independent School District,2dff16a9bc750ef63b435f172183d2da2dd45080
Gladewater ISD,http://www.gladewaterisd.com/page/article/230,,False,,2020-03-16,2020-03-27,False,False,False,False,False,False,False,False,,,,,,,"Gladewater Independent School District, TX, USA",32.5077992,-94.9558696,Gladewater Independent School District,6b721737df7e1648d878dc6c2aa2fddaa85a96d3
Goose Creek CISD,,,False,"Where:Alamo, Ashbel Smith, Austin, Ba",2020-03-16,2020-04-10,False,True,True,False,False,True,False,False,10:00 AM,1:00 PM,,,,,"Goose Creek Consolidated Independent School District, TX, USA",29.7658068,-94.9558696,Goose Creek Consolidated Independent School District,a32d9275f5846468a91ae7dc851e5816e8b84327
Grand Prairie ISD,https://www.gpisd.org/HealthUpdates?fbclid=IwAR3ui_hubtt2ISC_zxrUVw0ffLAHZhc76siCwPZQm0D5REBboRO2qUJ7ins,Details: Beginning Tuesday,True,Not Specified,2020-03-17,2020-03-20,False,True,True,False,True,False,False,False,7:00 AM,8:00 AM,10:30 AM,12:00 PM,,,"Grand Prairie Independent School District, TX, USA",32.7267785,-96.9853474,Grand Prairie Independent School District,3224555a7ce9698037de71b75315029f34b5595d
Grand Saline ISD,http://www.grandsalineisd.net/page/article/17,,False,,2020-03-16,2020-03-20,False,False,False,False,False,False,False,False,,,,,,,"Grand Saline Independent School District, TX, USA",32.65631990000001,-95.70892409999999,Grand Saline Independent School District,99c1295de6c06455820061285e17a44716163efa
Grape Creek ISD,http://www.grapecreekisd.net,Details: Regular education routes,False,"Grape Creek Elementary, Grape Creek Middle, Grape Creek Administration Parking Lot",2020-03-16,2020-03-27,False,True,True,False,False,True,False,True,8:00 AM,9:00 AM,11:30 AM,12:30 PM,,,"Grape Creek Independent School District, TX, USA",31.6060797,-100.4846227,Grape Creek Independent School District,8b163bf678231f09a85a7f80ac9c06af2cfb09dd
Grapeland ISD,,,False,,2020-03-16,2020-03-20,False,False,False,False,False,False,False,False,,,,,,,"Grapeland Independent School District, TX, USA",31.4876599,-95.4987565,Grapeland Independent School District,e4a0fa1ed849863acd12e05288195bf80e63d2b6
Grapevine-Colleyville ISD,https://www.gcisd.net/cms/One.aspx?portalId=96313&pageId=29559978,Details: Bagged lunch,False,"Grapevine Middle School, Timberline Elementary, and Bear Creek Elementary School",2020-03-16,2020-04-03,False,True,True,False,True,False,False,False,11:00 AM,12:00 PM,,,,,"Grapevine-Colleyville Independent School District, TX, USA",32.9015724,-97.0713572,Grapevine-Colleyville Independent School District,de4e349ddbd169f96b70694ce58fecf003d81466
Grosebeck ISD,https://www.groesbeckisd.net/,,False,,2020-03-16,2020-03-27,False,False,False,False,False,False,True,False,,,,,,,"Groesbeck Independent School District, TX, USA",31.4162409,-96.5356449,Groesbeck Independent School District,90ce0e2d0fb59b4a8ea5886c2c43565abf5b6547
Gunter ISD,https://www.gunterisd.org/site/default.aspx?PageType=3&DomainID=4&ModuleInstanceID=3758&ViewID=6446EE88-D30C-497E-9316-3F8874B3E108&RenderLoc=0&FlexDataID=6217&PageID=1,Details: Will include lunch for that day and breakfast for the next day.,False,Drive through elementary school car line,2020-03-16,2020-04-03,False,True,True,False,True,False,False,False,11:00 am,1:00 pm,,,,,"Gunter Independent School District, TX, USA",33.4552663,-96.7708138,Gunter Independent School District,f6345aaf3644b447d65fd0885bba8f7382d27c08
Hallsville ISD,https://www.hisd.com/Page/8249,Details: Hallsville ISD will be handing out sack lunches in front of Hallsville High School for students. PLEASE HAVE YOUR STUDENT ID NUMBERS when picking up lunches.,False,Hallsville High School,2020-03-16,2020-03-20,False,False,True,False,False,True,False,False,10:00 AM,12:00 PM,,,,,"Hallsville Independent School District, TX, USA",32.4985611,-94.6037231,Hallsville Independent School District,5c07847ad091548622975c7f5de1e6ef4e702d95
Hardin ISD,,,False,,2020-03-16,2020-03-20,False,False,False,False,False,False,False,False,,,,,,,"Hardin Independent School District, TX, USA",30.2807588,-94.7484518,Hardin Independent School District,0651e99e05f0c871a66c74b5fce7bdb7bb8a8347
Harlandale ISD,,,False,,2020-03-16,2020-03-20,False,False,False,False,False,False,False,False,,,,,,,"Harlandale Independent School District, San Antonio, TX, USA",29.3443463,-98.49522280000001,Harlandale Independent School District,892b0d79b6db5f51a1a0b3ba85eb7982ec69f3d8
Harleton ISD,https://www.hisd.com/Page/8249,,False,,2020-03-16,2020-03-27,False,False,False,False,False,False,False,False,,,,,,,"Harleton Independent School District, TX, USA",32.657304,-94.58307889999999,Harleton Independent School District,ebb794a83b63e477a3fcdba46e87899bbff184c6
Harmonay Science Academy - ALL Statewide,https://www.harmonytx.org/apply/?gclid=CjwKCAjwgbLzBRBsEiwAXVIygHMPgEnWwQ_wrMs9N4VNAgoLwd6ge8_pQoN5iGM1zUJgeKo544C4RRoC_gsQAvD_BwE,,False,,2020-03-16,2020-03-30,False,False,False,False,False,False,False,False,,,,,,,"930 E Rundberg Ln, Austin, TX 78753, United States",30.357269,-97.68483700000002,Harmony Science Academy - Austin,bbf334aae693d50c58830815f6f8a0a3b054650a
Harmonay Science Academy - ALL Statewide,https://www.harmonytx.org/apply/?gclid=CjwKCAjwgbLzBRBsEiwAXVIygHMPgEnWwQ_wrMs9N4VNAgoLwd6ge8_pQoN5iGM1zUJgeKo544C4RRoC_gsQAvD_BwE,,False,,2020-03-16,2020-03-30,False,False,False,False,False,False,False,False,,,,,,,"9431 W Sam Houston Pkwy S, Houston, TX 77099, United States",29.6812555,-95.557216,Harmony Science Academy - High School,3369e3179a500d08ce558ce87c193acd786c6c9d
Harmonay Science Academy - ALL Statewide,https://www.harmonytx.org/apply/?gclid=CjwKCAjwgbLzBRBsEiwAXVIygHMPgEnWwQ_wrMs9N4VNAgoLwd6ge8_pQoN5iGM1zUJgeKo544C4RRoC_gsQAvD_BwE,,False,,2020-03-16,2020-03-30,False,False,False,False,False,False,False,False,,,,,,,"1900 N Valley Mills Dr, Waco, TX 76710, United States",31.5316054,-97.2016926,Harmony Science Academy - Waco,7d975ccfb8ba8139a6cd6b9bbdc23983a00581c0
Harmonay Science Academy - ALL Statewide,https://www.harmonytx.org/apply/?gclid=CjwKCAjwgbLzBRBsEiwAXVIygHMPgEnWwQ_wrMs9N4VNAgoLwd6ge8_pQoN5iGM1zUJgeKo544C4RRoC_gsQAvD_BwE,,False,,2020-03-16,2020-03-30,False,False,False,False,False,False,False,False,,,,,,,"12005 Forestgate Dr, Dallas, TX 75243, United States",32.9126008,-96.70416759999999,Harmony Science Academy - Dallas High,762645d8f5885c0344f0dbf080fde344b37a6507
Harmonay Science Academy - ALL Statewide,https://www.harmonytx.org/apply/?gclid=CjwKCAjwgbLzBRBsEiwAXVIygHMPgEnWwQ_wrMs9N4VNAgoLwd6ge8_pQoN5iGM1zUJgeKo544C4RRoC_gsQAvD_BwE,,False,,2020-03-16,2020-03-30,False,False,False,False,False,False,False,False,,,,,,,"8505 Lakeside Pkwy, San Antonio, TX 78245, United States",29.431304,-98.65319199999999,Harmony Science Academy - San Antonio,5d249342900f3b0698233721c27d7a2c8d9cbb13
Harmonay Science Academy - ALL Statewide,https://www.harmonytx.org/apply/?gclid=CjwKCAjwgbLzBRBsEiwAXVIygHMPgEnWwQ_wrMs9N4VNAgoLwd6ge8_pQoN5iGM1zUJgeKo544C4RRoC_gsQAvD_BwE,,False,,2020-03-16,2020-03-30,False,False,False,False,False,False,False,False,,,,,,,"701 S Industrial Blvd #115, Euless, TX 76040, United States",32.8282305,-97.09786989999999,Harmony Science Academy Euless,2be6903d842f0e3ee1490f4511c0e94797c56469
Harmonay Science Academy - ALL Statewide,https://www.harmonytx.org/apply/?gclid=CjwKCAjwgbLzBRBsEiwAXVIygHMPgEnWwQ_wrMs9N4VNAgoLwd6ge8_pQoN5iGM1zUJgeKo544C4RRoC_gsQAvD_BwE,,False,,2020-03-16,2020-03-30,False,False,False,False,False,False,False,False,,,,,,,"5651 Westcreek Dr, Fort Worth, TX 76133, United States",32.662288,-97.3602512,Harmony Science Academy - Fort Worth,be89247aebe24c3b853dbe0805be22a02437964d
Harmonay Science Academy - ALL Statewide,https://www.harmonytx.org/apply/?gclid=CjwKCAjwgbLzBRBsEiwAXVIygHMPgEnWwQ_wrMs9N4VNAgoLwd6ge8_pQoN5iGM1zUJgeKo544C4RRoC_gsQAvD_BwE,,False,,2020-03-16,2020-03-30,False,False,False,False,False,False,False,False,,,,,,,"2755 N Grandview Ave, Odessa, TX 79762, United States",31.8772116,-102.3498775,Harmony Science Academy - Odessa,abf3a2705bcfc912a524b838a4bef6c3f5813fca
Harmonay Science Academy - ALL Statewide,https://www.harmonytx.org/apply/?gclid=CjwKCAjwgbLzBRBsEiwAXVIygHMPgEnWwQ_wrMs9N4VNAgoLwd6ge8_pQoN5iGM1zUJgeKo544C4RRoC_gsQAvD_BwE,,False,,2020-03-16,2020-03-30,False,False,False,False,False,False,False,False,,,,,,,"1024 W Rosemeade Pkwy building 2, Carrollton, TX 75007, United States",33.0114152,-96.91305179999999,Harmony Science Academy Carrollton,d359518b808f678265558c28b7d9ef9a361d3d2d
Harmonay Science Academy - ALL Statewide,https://www.harmonytx.org/apply/?gclid=CjwKCAjwgbLzBRBsEiwAXVIygHMPgEnWwQ_wrMs9N4VNAgoLwd6ge8_pQoN5iGM1zUJgeKo544C4RRoC_gsQAvD_BwE,,False,,2020-03-16,2020-03-30,False,False,False,False,False,False,False,False,,,,,,,"13415 W Bellfort Blvd, Sugar Land, TX 77478, United States",29.6610203,-95.6177867,Harmony Science Academy Sugar Land,f3619b7829f3a913bbaba847e8cd5b0cc6123fd3
Harmonay Science Academy - ALL Statewide,https://www.harmonytx.org/apply/?gclid=CjwKCAjwgbLzBRBsEiwAXVIygHMPgEnWwQ_wrMs9N4VNAgoLwd6ge8_pQoN5iGM1zUJgeKo544C4RRoC_gsQAvD_BwE,,False,,2020-03-16,2020-03-30,False,False,False,False,False,False,False,False,,,,,,,"2302 Firewheel Pkwy, Garland, TX 75040, United States",32.9349888,-96.59881270000001,Harmony Science Academy,9edafe47cb42857aa9eefcf8ce61ac5edfd0b80f
Harmonay Science Academy - ALL Statewide,https://www.harmonytx.org/apply/?gclid=CjwKCAjwgbLzBRBsEiwAXVIygHMPgEnWwQ_wrMs9N4VNAgoLwd6ge8_pQoN5iGM1zUJgeKo544C4RRoC_gsQAvD_BwE,,False,,2020-03-16,2020-03-30,False,False,False,False,False,False,False,False,,,,,,,"4055 Calder Ave, Beaumont, TX 77706, United States",30.0846795,-94.1452187,Harmony Science Academy Beaumont,447fa7c9af00a6066505f6f928e1522278fde974
Harmonay Science Academy - ALL Statewide,https://www.harmonytx.org/apply/?gclid=CjwKCAjwgbLzBRBsEiwAXVIygHMPgEnWwQ_wrMs9N4VNAgoLwd6ge8_pQoN5iGM1zUJgeKo544C4RRoC_gsQAvD_BwE,,False,,2020-03-16,2020-03-30,False,False,False,False,False,False,False,False,,,,,,,"9405 Betel Dr, El Paso, TX 79907, United States",31.6991805,-106.2986559,Harmony Science Academy - El Paso,a452be6f707bedab7dfac1aaa47ffd8c2a8d028b
Harmonay Science Academy - ALL Statewide,https://www.harmonytx.org/apply/?gclid=CjwKCAjwgbLzBRBsEiwAXVIygHMPgEnWwQ_wrMs9N4VNAgoLwd6ge8_pQoN5iGM1zUJgeKo544C4RRoC_gsQAvD_BwE,,False,,2020-03-16,2020-03-30,False,False,False,False,False,False,False,False,,,,,,,"22400 Grand Corner Dr, Katy, TX 77494, United States",29.7021351,-95.7733475,HARMONY SCIENCE ACADEMY - KATY,da72d36760d23d9d952010f70fd99a24a4f3ed97
Harmonay Science Academy - ALL Statewide,https://www.harmonytx.org/apply/?gclid=CjwKCAjwgbLzBRBsEiwAXVIygHMPgEnWwQ_wrMs9N4VNAgoLwd6ge8_pQoN5iGM1zUJgeKo544C4RRoC_gsQAvD_BwE,,False,,2020-03-16,2020-03-30,False,False,False,False,False,False,False,False,,,,,,,"1421 Wells Branch Pkwy #200, Pflugerville, TX 78660, United States",30.4392001,-97.6637951,Harmony Science Academy - Pflugerville,5a6fcbe030bce6cddd78528bcf2b1690f7b7a39b
Harmonay Science Academy - ALL Statewide,https://www.harmonytx.org/apply/?gclid=CjwKCAjwgbLzBRBsEiwAXVIygHMPgEnWwQ_wrMs9N4VNAgoLwd6ge8_pQoN5iGM1zUJgeKo544C4RRoC_gsQAvD_BwE,,False,,2020-03-16,2020-03-30,False,False,False,False,False,False,False,False,,,,,,,"12200 Anderson Mill Rd, Austin, TX 78726, United States",30.4593313,-97.8319808,Harmony Science Academy - Cedar Park,9f7870c9955190380e5c8bb8ebb4b8ed0d94aa0e
Harmonay Science Academy - ALL Statewide,https://www.harmonytx.org/apply/?gclid=CjwKCAjwgbLzBRBsEiwAXVIygHMPgEnWwQ_wrMs9N4VNAgoLwd6ge8_pQoN5iGM1zUJgeKo544C4RRoC_gsQAvD_BwE,,False,,2020-03-16,2020-03-30,False,False,False,False,False,False,False,False,,,,,,,"1124 Central Blvd, Brownsville, TX 78520, United States",25.9212788,-97.510803,Harmony Science Academy,54ddfd9e72ffe4a1929f25b6b292113db74ba2ec
Harmonay Science Academy - ALL Statewide,https://www.harmonytx.org/apply/?gclid=CjwKCAjwgbLzBRBsEiwAXVIygHMPgEnWwQ_wrMs9N4VNAgoLwd6ge8_pQoN5iGM1zUJgeKo544C4RRoC_gsQAvD_BwE,,False,,2020-03-16,2020-03-30,False,False,False,False,False,False,False,False,,,,,,,"11945 Forestgate Dr, Dallas, TX 75243, United States",32.9111624,-96.7048362,Harmony Science Academy Dallas Elementary (K-5),c19b9abdfc2505d1a97735f14197af7159511972
Harmonay Science Academy - ALL Statewide,https://www.harmonytx.org/apply/?gclid=CjwKCAjwgbLzBRBsEiwAXVIygHMPgEnWwQ_wrMs9N4VNAgoLwd6ge8_pQoN5iGM1zUJgeKo544C4RRoC_gsQAvD_BwE,,False,,2020-03-16,2020-03-30,False,False,False,False,False,False,False,False,,,,,,,"550 Talbert Dr, Plano, TX 75075, United States",33.0088038,-96.77771820000001,Harmony Science Academy Plano,77760a4242aba41cfeb481828179e2982f4463bf
Harmonay Science Academy - ALL Statewide,https://www.harmonytx.org/apply/?gclid=CjwKCAjwgbLzBRBsEiwAXVIygHMPgEnWwQ_wrMs9N4VNAgoLwd6ge8_pQoN5iGM1zUJgeKo544C4RRoC_gsQAvD_BwE,,False,,2020-03-16,2020-03-30,False,False,False,False,False,False,False,False,,,,,,,"4401 A, San Francisco Ave, Laredo, TX 78041, United States",27.5362878,-99.4986165,Harmony Science Academy - Laredo,f788275165a2b44747a0dcb3de94c7ca2e59bb76
Harmony ISD,https://www.harmonyisd.net/,,False,,2020-03-16,2020-03-20,False,False,False,False,False,False,False,False,,,,,,,"Harmony Independent School District, TX, USA",32.7716904,-95.1223608,Harmony Independent School District,9e0af0a8ed167de09e455d3882df72f27c1e42da
Hays CISD,https://www.hayscisd.net/Page/11181,,False,,2020-03-16,2020-04-05,False,False,False,False,False,False,False,False,,,,,,,"Hays Consolidated Independent School District, TX, USA",30.0590448,-97.9157099,Hays Consolidated Independent School District,e399764b1ea0fc0c49b47bd62c5ada8080314471
Hempstead ISD,,,False,Hempstead Elementary,2020-03-16,2020-04-10,False,True,True,False,True,False,False,False,9:00 AM,11:30 AM,9:00 am,10:10 am,10:25 am,11:30 am,"Hempstead Independent School District, TX, USA",30.0873794,-96.0891032,Hempstead Independent School District,cdd2488c0ef9cd1d8ab7e98e820a431c920b0439
Henderson ISD,,,False,,2020-03-16,2020-03-24,False,False,False,False,False,False,False,False,,,,,,,"Henderson Independent School District, TX, USA",32.1335229,-94.6863782,Henderson Independent School District,9764bb9daed6af3814e6de809c92f820bf435a74
Hitchcock ISD,https://www.hitchcockisd.org/,Details:  A bus will be parked in front of each location,False,"KFHS Parking Lot, Crosby Middle School",2020-03-16,2020-03-20,False,False,False,False,False,True,False,False,10:30 AM,11:30 AM,2:30 PM,3:30 PM,,,"Hitchcock Independent School District, TX, USA",29.3014872,-94.99744609999999,Hitchcock Independent School District,624f4028a2329423a8f1acb26932305605ea68c0
Hondo ISD,https://www.hondoisd.net/,,False,,,,False,False,False,False,False,False,True,False,,,,,,,"Hondo Independent School District, TX, USA",29.3357982,-99.14561529999999,Hondo Independent School District,597053b718f1dcd1261987227052f784bbc3d3eb
Honey Grove ISD,https://www.honeygroveisd.net/,Details:  Child must be present for pickup. Drive thru the elementary pick up line.,False,Elementary School,2020-03-16,2020-04-03,False,True,True,False,True,False,False,True,9:30 AM,11:00 AM,,,,,"Honey Grove Independent School District, TX, USA",33.6093791,-95.94097099999999,Honey Grove Independent School District,d176e584044cd40a89f22ec19e06eb772542500e
Houston ISD,https://www.houstonisd.org/healthalerts,,False,,2020-03-13,2020-04-10,False,False,False,False,False,False,False,False,,,,,,,"Houston Independent School District, TX, USA",29.727312,-95.35208759999999,Houston Independent School District,d8867890c0a20b9d3bb9112119b6ccf3de18238f
Huffman ISD,https://www.huffmanisd.net/,,False,HES in the back at Copeland cafeteria area,2020-03-13,2020-04-10,False,True,True,False,True,False,False,False,,,,,,,"24302 FM 2100, Huffman, TX 77336, United States",30.0272101,-95.0877079,Huffman Independent School District,09b3314574fb6f5db03acd4c3c367e8f18e9f8e7
Hughes Springs ISD,https://www.hsisd.net/page/COVID19,,False,,2020-03-16,2020-03-20,False,False,False,False,False,False,False,False,,,,,,,"Hughes Springs Independent School District, TX, USA",33.0392247,-94.6037231,Hughes Springs Independent School District,2d9d8572e8c4aff877a621027a4154c6e70c5f4b
Hull-Daisetta ISD,,,False,,2020-03-16,2020-03-20,False,False,False,False,False,False,False,False,,,,,,,"Daisetta, TX 77533, United States",30.117015,-94.64486699999999,Hull-Daisetta High School,cd19fd03569b035abdf46a2745a965a058cc74f5
Humble ISD,https://www.humbleisd.net/site/default.aspx?PageType=3&ModuleInstanceID=174671&ViewID=7b97f7ed-8e5e-4120-848f-a8b4987d588f&RenderLoc=0&FlexDataID=355948&PageID=111376,Details:  Reservations are not required but are appreciated. They can be submitted through the school website.,False,"Elm Grove Elementary School, Oaks Elementary School, Ridge Creek Elementary School, River Pines Elementary School, Humble Middle School, and Ross Sterling Middle School",2020-03-16,2020-04-10,False,True,True,False,True,False,False,False,10:00 AM,11:00 AM,,,,,"Humble Independent School District, TX, USA",30.0108839,-95.18492189999999,Humble Independent School District,7a2bf490288541cbe025cbb0f652495214cbc574
Huntington ISD,https://www.huntingtonisd.com/apps/news/article/1184419,,False,,2020-03-16,2020-03-20,False,False,False,False,False,False,False,False,,,,,,,"Huntington Independent School District, TX, USA",31.3205454,-94.5211935,Huntington Independent School District,f43859924de6a08b23495566aacc88fe275bff8c
Hurst-Euless-Bedford ISD,https://www.hebisd.edu/coronavirus?fbclid=IwAR1OzK5Tmb6-Hqax4AOKWTrVhrOBqb6PXmB0VDKjDUNSXf2vZ-dTRlzPNbc,Details: HEB ISD will offer free breakfast and lunch for all children,True,"Bellaire Elementary, Midway Park Elementary, Oakwood Terrace Elementary, Stonegate  Elementary, West Hurst Elementary, Hurst Junior High",2020-03-16,2020-04-03,False,True,True,False,True,False,False,False,8:00 AM,9:00 AM,11:00 AM,12:00 PM,,,"Hurst-Euless-Bedford Independent School District, TX, USA",32.8199769,-97.12516989999999,Hurst-Euless-Bedford Independent School District,84ebebb595e7bc1013d4c0e9c410223eb60c8705
Irion County ISD,https://www.irion-isd.org,,False,,2020-03-16,2020-03-27,False,False,False,False,False,False,False,False,,,,,,,"302 N 3rd St, Mertzon, TX 76941, United States",31.2605104,-100.8228019,Irion County School District,c17fb1797b822195f13eaa3bee008e36367487ef
