District Name,website,details,all_children,location,dates_closed – start_date,dates_closed – end_date,dates_closed – indefinitely,breakfast,lunch,dinner,meal_delivery – curbside meal pickup,meal_delivery – walk-in meal pickup,meal_delivery – pending or unspecified,meal_delivery – meal delivery,start_time_1,end_time_1,start_time_2,end_time_2,start_time_3,end_time_3
Bryan ISD,https://www.bryanisd.org/apps/pages/index.jsp?uREC_ID=1694662&type=d&pREC_ID=1853658,Details:,False,"Bryan High School, Long Intermediate, Jones Elementary, and Kemp",2020-03-16,2020-04-10,False,False,True,False,True,False,False,False,11:00 AM,1:00 PM,,,,
Buffalo ISD,http://www.buffaloisd.net/,,False,West Patio at Buffalo Lower Junior High,2020-03-16,2020-03-20,False,True,True,False,True,False,False,False,7:30 AM,8:30 AM,11:30 AM,1:00 PM,,
Bullard ISD,https://www.bullardisd.net/,,False,,2020-03-16,2020-03-20,False,False,False,False,False,False,False,False,,,,,,
Burleson ISD,http://bit.ly/burlesonisdhealthupdate.,Details:  Burleson ISD will provide free,False,"Brock, Taylor, and Norwood",2020-03-23,2020-04-03,False,True,True,False,True,False,False,False,10:00 AM,2:00 PM,,,,
Burnet CISD,https://www.burnetcisd.net/apps/news/article/1190129,,False,,2020-03-23,2020-04-03,False,False,False,False,False,False,True,False,,,,,,
Caddo Mills ISD,,,False,,2020-03-16,2020-03-20,False,False,False,False,False,False,False,False,,,,,,
Calvert ISD,http://www.calvertisd.com/,,False,Highschool Cafeteria,2020-03-16,2020-03-20,False,True,True,False,False,True,False,False,10:00 AM,12:00 PM,,,,
Cameron ISD,,,False,,2020-03-16,2020-03-20,False,False,False,False,False,False,False,False,,,,,,
Canutillo ISD,http://www.canutillo-isd.org/COVID19 ,Details: Canutillo ISD will serve free breakfast and lunch for any child ages,False,"Canutillo High School, Bill Childress Elementary, Garcia Elementary, Canutillo Elementary",2020-03-23,2020-04-04,False,True,True,False,False,True,False,False,7:00 AM,9:00 AM,11:00 AM,1:00 PM,,
Carlisle ISD,https://www.carlisleisd.org/,,False,,2020-03-16,2020-03-20,False,False,False,False,False,False,False,False,,,,,,
Carroll ISD,https://www.southlakecarroll.edu/Page/3170,Details: Carroll ISD students enrolled in the Free,False,,2020-03-16,2020-04-03,False,False,True,False,False,True,False,True,11:00 AM,12:30 PM,,,,
Carrollton-Farmers Branch ISD,https://cfbisd.edu/covid19/grab-go-meals/,Details:  Free meals will be provided for any CFBISD student. Please be prepared to provide your student,False,"Creekview, Newman Smith, Ranchview and Turner High Schools.",2020-03-16,2020-04-03,False,False,True,False,False,True,False,False,11:00 AM,12:30 PM,,,,
Castleberry ISD,,,False,,2020-03-16,2020-04-06,False,False,False,False,False,False,False,False,,,,,,
Cedar Hill ISD,,Details:  Grab and Go Meals are for anyone under the age of,False,Plummer Elementary,2020-03-16,2020-03-20,False,True,True,False,False,True,False,False,7:30 AM,8:30 AM,11:00 AM,1:00 PM,,
Celina ISD,,,False,,2020-03-16,2020-03-20,False,False,False,False,False,False,False,False,,,,,,
Centerville ISD,https://www.centerville.k12.tx.us/264221_2,,False,,2020-03-16,2020-03-20,False,False,False,False,False,False,False,False,,,,,,
Central Heights ISD,https://www.centralhts.org/,,False,,2020-03-16,2020-03-20,False,False,False,False,False,False,False,False,,,,,,
Channelview ISD,https://www.cvisd.org/site/default.aspx?PageType=3&DomainID=4&ModuleInstanceID=148&ViewID=6446EE88-D30C-497E-9316-3F8874B3E108&RenderLoc=0&FlexDataID=23309&PageID=1,Details: Children will now receive two breakfasts and two lunches at each pick up,False, Early Childhood Center,2020-03-16,2020-04-10,False,True,True,False,True,False,False,False,10:00 AM,1:00 PM,,,,
Chappel Hill ISD,,,False,,2020-03-16,2020-03-20,False,False,False,False,False,False,False,False,,,,,,
Charlotte ISD,http://www.charlotteisd.net/,Details: The child must be present to receive the meal but an ID number is not required.,False,High School Cafeteria Gate,2020-03-16,2020-03-20,False,False,False,False,False,True,False,False,9:00 AM,12:00 PM,,,,
Chilton ISD,https://www.chiltonisd.org/article/209605?org=chilton-isd&fbclid=IwAR0e7qduFWUiXRvx86nmNuUV182G7LCCcdUoMLo3aGUxufxtnhZGjbVaNrk,Details: All meals will be packaged to go in the district cafeteria.  Please understand that all individuals entering the building to pick up breakfast and,False,District Cafeteria,2020-03-16,2020-03-20,False,True,True,False,False,True,False,False,7:30 AM,8:30 AM,11:30 AM,12:30 PM,,
China Spring ISD,,,False,,2020-03-16,2020-03-20,False,False,False,False,False,False,False,False,,,,,,
Chisum ISD,https://chisumisd.org/,Details:  Any student,False,Chisum Elementary and Roxton City Hall,2020-03-16,2020-03-20,False,True,True,False,False,True,False,False,7:30 AM,9:30 AM,9:00 AM,11:00 AM,,
Christoval ISD,https://christovalisd.org,,False,,2020-03-16,2020-03-20,False,False,False,False,False,False,False,False,,,,,,
Clarksville ISD,https://www.clarksvilleisd.net/,,False,,2020-03-16,2020-03-20,False,False,False,False,False,False,False,False,,,,,,
Clear Creek ISD,https://www.ccisd.net/news/2019-20_district_news/drive_through_meals_for_students,Details: Monday,False,"Greene Elementary, League City Elementary, McWhirter Elementary, Stewart Elementary,",2020-03-16,2020-04-10,False,True,True,False,True,False,False,False,11:00 AM,1:00 PM,,,,
Cleburne ISD,,Details:  Families must make reservations for the lunch service by,False,C.C.Cooke Elementary School,2020-03-23,2020-03-27,False,True,True,False,False,True,False,False,7:00 AM,8:30 AM,11:00 AM,1:00 PM,,
Cleveland ISD,https://www.clevelandisd.org/,Details:  Enter thru the back drive,False,Cleveland Middle School and Montebello Park,2020-03-16,2020-04-10,False,True,True,False,True,False,False,False,9:00 AM,11:00 AM,,,,
Clifton ISD,,,False,,2020-03-16,2020-03-20,False,False,False,False,False,False,False,False,,,,,,
Clint ISD,https://www.clintweb.net/site/default.aspx?PageType=3&DomainID=4&ModuleInstanceID=40&ViewID=6446EE88-D30C-497E-9316-3F8874B3E108&RenderLoc=0&FlexDataID=11352&PageID=1,,False,,2020-03-23,2020-04-04,False,False,False,False,False,False,False,False,,,,,,
Coleman ISD,https://www.colemanisd.net,Details:  Call on,False,Softball Field,2020-03-16,2020-03-20,False,True,True,False,False,False,False,False,7:30 AM,8:30 AM,11:30 AM,12:30 PM,,
College Station ISD,https://www.facebook.com/csisd/,Details: Students who pick up a lunch will also receive a breakfast in a bag for the following day.,False,"South Knoll, College Hills, Southwood Valley, River Bend and Oakwood",2020-03-16,2020-04-10,False,False,True,False,False,True,False,False,11:00 AM,1:00 PM,,,,
Columbia-Brazoria ISD,,,False,,2020-03-16,2020-03-20,False,False,False,False,False,False,True,False,,,,,,
Como ISD,https://www.cpcisd.net/article/210394?org=cp-cisd,,False,,2020-03-16,2020-03-20,False,False,False,False,False,False,True,False,,,,,,
Connally ISD,https://www.connally.org/,Details: One meal per child and CHILD MUST BE PRESENT to receive a meal,False,Connally Elementary School,2020-03-13,2020-03-27,False,True,True,False,True,False,False,False,8:00 AM,9:00 AM,11:00 AM,12:30 PM,,
Conroe ISD,https://www.conroeisd.net/alert/conroe-isd-closed-march-16-20/,,False,"Austin Elementary, Caney Creek High School, Conroe High School, Grand Oaks High School, Hauke High School, Knox Junior High, Oak Ridge High School, The Woodlands College Park High School, The Woodlands High School, and Washington Junior High.",2020-03-16,2020-04-10,False,False,True,False,True,False,False,False,10:00 AM,1:00 PM,,,,
Cooper ISD,https://www.cooperisd.net/,,False,,2020-03-16,2020-03-20,False,False,False,False,False,False,False,False,,,,,,
Coppell ISD,https://www.coppellisd.com/site/default.aspx?PageType=3&ModuleInstanceID=18787&ViewID=7b97f7ed-8e5e-4120-848f-a8b4987d588f&RenderLoc=0&FlexDataID=33998&PageID=1&fbclid=IwAR0QE4nA_xZ7SqIj2qyVvIaAZFEhcOGAauXKWoEAGIy_VDZkK8_I75QvuiA,Details: Students aged,False,"Austin Elementary, Town Center Elementary, Valley Ranch Elementary and Wilson Elementary",2020-03-16,2020-03-20,False,False,True,False,True,False,False,False,11:00 AM,12:00 PM,,,,
Copperas Cove ISD,,,False,,2020-03-16,2020-03-20,False,False,False,False,False,False,False,False,,,,,,
Corsicana ISD,https://www.cisd.org/site/default.aspx?PageType=3&ModuleInstanceID=20698&ViewID=7b97f7ed-8e5e-4120-848f-a8b4987d588f&RenderLoc=0&FlexDataID=39320&PageID=14204,Details:  Food distribution locations have been established to serve breakfast and lunch to all Corsicana Independent School District,False,"Corsicana High School, Collins Intermediate, Sam Houston, Bowie, Fannin, Navarro, Carroll, and Travis location. In addition, buses will arrive at St. John",2020-03-16,2020-04-03,False,True,True,False,True,False,False,False,10:00 AM,12:00 PM,,,,
Crockett ISD,https://www.crockettisd.net/,,False,,2020-03-16,2020-03-20,False,False,False,False,False,False,False,False,,,,,,
Crockett County CCSD,http://www.ozonaschools.net,,False,,2020-03-16,2020-03-17,False,False,False,False,False,False,False,False,,,,,,
Crosby ISD,,Details: a weeks worth of food will be provided on pick up. Children must be in vehicle.,False,Drew Elementary,2020-03-16,2020-04-10,False,False,False,False,True,False,False,False,,,,,,
Crowley ISD,https://www.crowleyisdtx.org/covid19?fbclid=IwAR0-i1a9pZ_JURfBIrZ0W3yxjJ0T9opR4p5VU_jXQg68mAHdk-bHESfCy_c,Details: All children,True,Student,2020-03-16,2020-03-27,False,False,False,False,False,True,False,False,7:30 AM,9:00 AM,11:00 AM,1:00 PM,4:30 PM,6:00 PM
Crystal City ISD,https://www.crystalcityisd.org/apps/news/article/1185413,,False,Student,2020-03-16,2020-03-20,False,False,False,False,False,True,False,False,7:30 AM,8:30 AM,11:30 AM,1:00 PM,,
Cumberland Academy ,http://www.cumberlandacademy.com/,,False,,2020-03-16,2020-03-20,False,False,False,False,False,False,False,False,,,,,,
Cumby ISD,https://www.cumbyisd.net/218663_2?articleID=50351,,False,,2020-03-16,2020-03-20,False,False,False,False,False,False,False,False,,,,,,
Cushing ISD,https://www.cushingisd.org/,,False,,2020-03-16,2020-03-20,False,False,False,False,False,False,False,False,,,,,,
Cypress-Fairbanks ISD,https://cfisd-superintendent.blogspot.com/2020/03/covid-19-update-031320.html?fbclid=IwAR0VRWAQNPTvcpNiY2PGHfhHqpZVgS6Jt2uoWM4Q5nBQOE-tUH5ue8X36LU,Details:  Goodson MS will be added Tuesday,False,"Arnold MS, Bane ES, Cy Creek HS, Cy Lakes",2020-03-13,2020-04-09,False,True,True,False,True,False,False,False,,,,,,
Daingerfield-Lonestar ISD,https://www.dlsisd.org/apps/news/article/1184745,,False,,2020-03-16,2020-03-20,False,False,False,False,False,False,False,False,,,,,,
Dallas ISD,https://www.dallasisd.org/Page/52614,Details:  We serve meal to Dallas ISD students through the age of,False,"William A. Blair Elementary, Felix Botello Elementary, Nancy Cochran Elementary, Billy Earl Dade Middle School, Charles A. Gill Elementary, Lenore Kirk Hall Elementary, Harold Lang Middle School, Umphrey Lee Elementary, Lincoln High School, L.G. Pinkston High School, K.B. Polk Elementary, Rosemont Upper, Julian Saldivar Elementary, Seagoville North Elementary, Sam Tasby Middle School, Thomas C. Marsh Preparatory Academy, Wilmer",2020-03-01,2021-03-01,True,False,True,False,False,True,False,False,9:00 AM,9:30 AM,12:30 AM,1:00 PM,,
Damon ISD,,,False,,2020-03-16,2020-03-20,False,False,False,False,False,False,False,False,,,,,,
Danbury ISD,,,True,,2020-03-16,2020-03-20,False,False,False,False,False,False,False,False,,,,,,
Dawson ISD,https://www.dawsonisd.net/apps/news/article/1182738,,False,,2020-03-16,2020-03-20,False,False,False,False,False,False,False,False,,,,,,
Dayton ISD,https://s3.amazonaws.com/scschoolfiles/552/grab_and_go_meals_engspan.pdf,Details:  Parents,False,Dr. E. R. Richter Elementary School,2020-03-16,2020-03-20,False,True,True,False,True,False,False,False,9:30 AM,12:30 PM,,,,
Deer Park ISD,https://www.facebook.com/dpisd,,False,Where:,2020-03-16,2020-04-10,False,True,True,False,True,False,False,False,,,,,,
Del Valle ISD,https://www.dvisd.net/coronavirus/,,False,,2020-03-23,2020-04-05,False,False,False,False,False,False,True,False,,,,,,
Denison ISD,https://www.denisonisd.net/covid-19,Details:  All Denison ISD students are welcome to participate in this free breakfast and lunch program.,False,Scott Middle School,2020-03-16,2020-04-03,False,True,True,False,False,True,False,False,7:30 AM,9:30 AM,11:00 AM,1:30 PM,,
Denton ISD,https://www.dentonisd.org/meals?fbclid=IwAR1l6BA7KVphKcvTcy38Qv1PwslqIHwjiFvfTb8ZMQyp48ixxPsLojWOEQI,Details:  Any student is eligible for service and a student ID is not required. Please use the caferteria entrance at each campus. All other entrances will be closed. The meals will be served,False,"Bell Elementary, Alexander Elementary, Nelson Elementary, Ginnings Elementary, Cross Oaks Elementary, Evers Park Elementary, Harpool Middle School, Rivera Elementary, Navo Middle School, Borman Elementary, Hodge Elementary, Calhoun Middle School, Pecan Creek Elementary, McMath Middle School, Myers Middle School",2020-03-16,2020-04-03,False,True,True,False,False,True,False,False,8:00 AM,9:00 AM,12:00 PM,1:00 PM,,
DeSoto ISD,"www.DeSotoISD.org/Coronavirus.
https://www.dentonisd.org/meals?fbclid=IwAR1l6BA7KVphKcvTcy38Qv1PwslqIHwjiFvfTb8ZMQyp48ixxPsLojWOEQI",Details:  The packaged meals will be distributed from,False,"The Meadows Elementary, Frank D. Moates Elementary, DeSoto High School",2020-03-01,2021-03-01,True,True,True,False,True,False,False,False,9:00 AM,1:00 PM,,,,
Detriot ISD,https://www.detroiteagles.net/17495?articleID=50285,,False,,2020-03-16,2020-03-20,False,False,False,False,False,False,False,False,,,,,,
D'Hanis ISD,,Details: This service will be a,False,Cafeteria,2020-03-16,2020-03-20,False,False,False,False,False,True,False,False,7:30 AM,8:30 AM,11:00 AM,12:00 PM,,
Diboll ISD,http://www.dibollisd.com/apps/news/article/1185759,Details:  Anyone,False,Where:,2020-03-16,2020-03-20,False,True,True,False,True,False,False,False,,,,,,
Dickinson ISD,https://www.facebook.com/dickinsonschools,Details:  Meals set up in the drop-off,False,Dickinson High School,2020-03-16,2020-04-10,False,True,True,False,True,False,False,False,11:00 AM,12:00 PM,,,,
Douglas ISD,https://www.douglassisd.com/,,False,,2020-03-16,2020-03-20,False,False,False,False,False,False,False,False,,,,,,
Duncanville ISD,https://www.duncanvilleisd.org/Page/16336,,False,,2020-03-01,2021-03-01,True,False,False,False,False,False,False,False,,,,,,
Eagle Mountain-Saginaw ISD,https://www.emsisd.com/site/default.aspx?PageType=3&DomainID=1&ModuleInstanceID=13660&ViewID=6446EE88-D30C-497E-9316-3F8874B3E108&RenderLoc=0&FlexDataID=84914&PageID=1,Details:  Students,False,"Northbrook Elementary, Gilland Elementary, Saginaw Elementary, Dozier Elementary, Highland Middle School, Marine Creek Middle School",2020-03-16,2020-04-07,False,True,True,False,True,False,False,False,11:00 AM,1:00 PM,,,,
Eagle Pass,https://www.eaglepassisd.net/covid19,,False,,2020-03-16,2020-03-20,False,False,False,False,False,False,False,False,,,,,,
Early ISD,,,False,,2020-03-16,2020-03-20,False,False,False,False,False,False,False,False,,,,,,
East Central ISD,,,False,,2020-03-16,2020-03-20,False,False,False,False,False,False,False,False,,,,,,
East Chambers ISD,https://www.eastchambers.net/News/11659#sthash.PyoiUOcl.dpbs,Details:  You may drive through the connecting road between Buccaneer and School Road where the Dome Cafeteria. We will provide curbside service supplying you with a breakfast and a lunch for each of your children from,False,East Champers ISD,2020-03-16,2020-03-20,False,True,True,True,True,False,False,False,7:15 AM,10:00 AM,11:00 AM,1:00 PM,,
Ector County ISD,https://www.ectorcountyisd.org,Details: This program and these meals are for students only. Families can pick up meals for all children under the age of,True,"Odessa High School, Permian High School, New Tech Odessa, Bonham Middle, Bowie Middle, Crockett Middle, Wilson Young Medal of Honor Middle, Nimitz Middle, Ector College Prep Academy, Alamo Elementary, Austin Elementary, Burleson Elementary, Burnet Elementary, Cameron Elementary, Dowling Elementary, Goliad Elementary, Gonzalez Elementary, Hays Elementary, Sam Houston Elementary, Ireland Elementary, Lamar Early Education, Pease Elementary, Reagan Elementary, Ross Elementary, San Jacinto Elementary, Travis Elementary, Zavala Elementary, Noel Elementary, Blanton Elementary, Murry Fly Elementary, Blackshear",2020-03-16,2020-03-27,False,True,True,False,True,False,False,False,7:30 AM,9:00 AM,11:30 AM,1:00 PM,,
Edcouch-Elsa ISD,,,False,,2020-03-16,2020-03-20,False,False,False,False,False,False,False,False,,,,,,
Eden ISD,http://www.edenisd.net,,False,Where:,2020-03-16,2020-03-20,False,True,True,False,False,True,False,False,10:00 AM,11:00 AM,11:30 AM,12:30 PM,,
Edinburg C.I.S.D.,https://www.earlyisd.net,,False,,2020-03-16,2020-03-20,False,False,False,False,False,False,False,False,,,,,,
Elgin ISD,https://www.elginisd.net/cms/lib6/TX01917830/Centricity/Domain/4/20200316%20Covid19_Parents.pdf,,False,,2020-03-16,2020-04-05,False,False,False,False,False,False,False,False,,,,,,
El Paso Academy,https://www.elpacademy.com/,,False,,2020-03-23,2020-04-05,False,False,False,False,False,False,False,False,,,,,,
El Paso ISD,,Details:.,False,TBA,2020-03-16,2020-04-03,False,False,False,False,False,False,True,False,,,,,,
El Paso Leadership Academy,http://www.epleadershipacademy.org/el-paso-leadership-academy-epla-regarding-covid-19-coronavirus/,,False,,2020-03-23,2020-03-27,False,False,False,False,False,False,True,False,,,,,,
Ennis ISD,https://www.ennis.k12.tx.us/,,False,,2020-03-16,2020-03-20,False,False,False,False,False,False,False,False,,,,,,
Etoile ISD,http://www.etoile.esc7.net/?PageName=LatestNews&Section=LatestNews&ItemID=557476&ISrc=School&Itype=News,,False,,2020-03-16,2020-03-20,False,False,False,False,False,False,False,False,,,,,,
Eustace ISD,https://www.eustaceisd.net/,,False,,2020-03-16,2020-03-20,False,False,False,False,False,False,False,False,,,,,,
Evant ISD,,,False,,2020-03-16,2020-03-20,False,False,False,False,False,False,False,False,,,,,,
Everman ISD,https://www.eisd.org/,Details: For all children,True,E. Ray Elementary,2020-03-16,2020-04-03,False,False,True,False,False,True,False,False,11:30 AM,1:00 PM,,,,
Excelsior ISD,https://excelsiorisd.weebly.com/,,False,,2020-03-16,2020-03-20,False,False,False,False,False,False,False,False,,,,,,
Fabens ISD,https://www.fabensisd.net/,Details: Breakfast and lunch will be provided to all students and children,False,Fabens High School Cafeteria,2020-03-23,2020-04-04,False,True,True,False,False,True,False,False,7:30 AM,9:00 AM,11:00 AM,1:00 PM,,
Falls City ISD,https://www.fcisd.net/,,False,,2020-03-16,2020-03-20,False,False,False,False,False,False,False,False,,,,,,
FairField ISD,https://www.fairfieldisd.net/,,False,,2020-03-16,2020-03-20,False,False,False,False,False,False,False,False,,,,,,
Fort Bend ISD,https://www.facebook.com/FortBendISD/,,False,Where:,2020-03-16,2020-04-10,False,True,True,False,True,False,False,False,7:30 AM,9:00 PM,11:30 AM,1:00 PM,,
Fort Worth ISD,https://www.fwisd.org/site/default.aspx?PageType=3&DomainID=6638&ModuleInstanceID=1326&ViewID=6446EE88-D30C-497E-9316-3F8874B3E108&RenderLoc=0&FlexDataID=60848&PageID=23622,Details: Breakfast and lunch will be provided to all students and children,False,,2020-03-16,2020-04-10,False,True,True,False,False,True,False,False,,,,,,
Frankston ISD,https://www.frankstonisd.net/,,False,,2020-03-16,2020-03-20,False,False,False,False,False,False,False,False,,,,,,
Friendswood ISD,https://myfisd.com/covid-19/,Details:  Meals consist of a packaged lunch and a breakfast meal for the next day.,False,Bales,2020-03-16,2020-04-10,False,True,True,False,True,False,False,False,10:30 AM,12:30 PM,,,,
Frisco ISD,https://docs.google.com/forms/d/e/1FAIpQLSesmr4h7Ow70T-fDECCfXGREegA-bzMiwI69OMXcqE_aYTaHw/viewform?fbclid=IwAR1KbucVYkybGM9vo6B_QMV1Ycg4ZFoc1H7QKSTfLUYgXBUK6UYYWPBBen0,Details: Frisco ISD will be providing FREE,False,"Where:Hunt Middle School, Lawler Middle School, Pearson Middle School, Roach Middle School, Scoggins Middle School, Trent Middle School",2020-03-16,2020-04-03,False,True,True,False,False,True,False,False,11:30 AM,12:30 PM,,,,
Ft. Hancock ISD,http://www.fhisd.net/cms/One.aspx?portalId=252566&pageId=13219014&fbclid=IwAR0tB5zE5f-ogfS36tREWrZSPD41O-dvtTUbt-UeFqW2i0UQNfj_hYRhu3o ,,False,,2020-03-23,2020-03-27,False,False,False,False,False,False,False,False,,,,,,
Galena Park ISD,https://www.galenaparkisd.com/,Details: Meals will be distributed near the bus ramp of each designated campus,False,"Woodland Acres Elementary, Sam Houston Elementary, Dr. Shirley J. Williamson Elementary, North Shore Middle School",2020-03-16,2020-04-10,False,True,True,False,True,False,False,False,7:30 AM,9:00 AM,10:45 AM,12:15 PM,,
Galveston ISD,https://www.gisd.org/site/Default.aspx?PageID=10885,,False,Mondays,2020-03-16,2020-04-10,False,True,True,False,True,False,False,False,11:00 AM,12:30 PM,,,,
Garland ISD,https://www.garlandisd.net/node/11257#CV19meals,Details: Students or families may walk up or remain in their cars to pick up meals curbside at the front of designated campus sites. One meal will be provided for each child who is present and under,False,"Back Elementary School, Coyle Middle School, Dorsey Elementary School, Giddens",2020-03-16,2020-04-03,False,False,False,False,True,True,False,False,8:00 AM,9:00 AM,12:00 PM,1:00 PM,,
Gatesville ISD,https://www.facebook.com/pg/Gatesvilleisd/posts/?ref=page_internal,Details: Students in any grade may go to either of those locations and receive a sack meal.,False,Primary and Elementary Campus Parking Lots,2020-03-16,2020-03-20,False,True,True,True,False,True,False,False,,,,,,
Georgetown ISD,https://www.georgetownisd.org/coronavirus,,False,,2020-03-15,2020-04-03,False,False,False,False,False,False,False,False,,,,,,
Giddings ISD,https://www.giddingsisd.net/article/208727?org=giddings-isd,,False,,2020-03-16,2020-03-20,False,False,False,False,False,False,False,False,,,,,,
Gilmer ISD,https://www.gilmerisd.org/,,False,,2020-03-16,2020-03-20,False,False,False,False,False,False,False,False,,,,,,
Gladewater ISD,http://www.gladewaterisd.com/page/article/230,,False,,2020-03-16,2020-03-27,False,False,False,False,False,False,False,False,,,,,,
Goose Creek CISD,,,False,"Where:Alamo, Ashbel Smith, Austin, Ba",2020-03-16,2020-04-10,False,True,True,False,False,True,False,False,10:00 AM,1:00 PM,,,,
Grand Prairie ISD,https://www.gpisd.org/HealthUpdates?fbclid=IwAR3ui_hubtt2ISC_zxrUVw0ffLAHZhc76siCwPZQm0D5REBboRO2qUJ7ins,Details: Beginning Tuesday,True,Not Specified,2020-03-17,2020-03-20,False,True,True,False,True,False,False,False,7:00 AM,8:00 AM,10:30 AM,12:00 PM,,
Grand Saline ISD,http://www.grandsalineisd.net/page/article/17,,False,,2020-03-16,2020-03-20,False,False,False,False,False,False,False,False,,,,,,
Grape Creek ISD,http://www.grapecreekisd.net,Details: Regular education routes,False,"Grape Creek Elementary, Grape Creek Middle, Grape Creek Administration Parking Lot",2020-03-16,2020-03-27,False,True,True,False,False,True,False,True,8:00 AM,9:00 AM,11:30 AM,12:30 PM,,
Grapeland ISD,,,False,,2020-03-16,2020-03-20,False,False,False,False,False,False,False,False,,,,,,
Grapevine-Colleyville ISD,https://www.gcisd.net/cms/One.aspx?portalId=96313&pageId=29559978,Details: Bagged lunch,False,"Grapevine Middle School, Timberline Elementary, and Bear Creek Elementary School",2020-03-16,2020-04-03,False,True,True,False,True,False,False,False,11:00 AM,12:00 PM,,,,
Grosebeck ISD,https://www.groesbeckisd.net/,,False,,2020-03-16,2020-03-27,False,False,False,False,False,False,True,False,,,,,,
Gunter ISD,https://www.gunterisd.org/site/default.aspx?PageType=3&DomainID=4&ModuleInstanceID=3758&ViewID=6446EE88-D30C-497E-9316-3F8874B3E108&RenderLoc=0&FlexDataID=6217&PageID=1,Details: Will include lunch for that day and breakfast for the next day.,False,Drive through elementary school car line,2020-03-16,2020-04-03,False,True,True,False,True,False,False,False,11:00 am,1:00 pm,,,,
Hallsville ISD,https://www.hisd.com/Page/8249,Details: Hallsville ISD will be handing out sack lunches in front of Hallsville High School for students. PLEASE HAVE YOUR STUDENT ID NUMBERS when picking up lunches.,False,Hallsville High School,2020-03-16,2020-03-20,False,False,True,False,False,True,False,False,10:00 AM,12:00 PM,,,,
Hardin ISD,,,False,,2020-03-16,2020-03-20,False,False,False,False,False,False,False,False,,,,,,
Harlandale ISD,,,False,,2020-03-16,2020-03-20,False,False,False,False,False,False,False,False,,,,,,
Harleton ISD,https://www.hisd.com/Page/8249,,False,,2020-03-16,2020-03-27,False,False,False,False,False,False,False,False,,,,,,
Harmonay Science Academy - ALL Statewide,https://www.harmonytx.org/apply/?gclid=CjwKCAjwgbLzBRBsEiwAXVIygHMPgEnWwQ_wrMs9N4VNAgoLwd6ge8_pQoN5iGM1zUJgeKo544C4RRoC_gsQAvD_BwE,,False,,2020-03-16,2020-03-30,False,False,False,False,False,False,False,False,,,,,,
Harmony ISD,https://www.harmonyisd.net/,,False,,2020-03-16,2020-03-20,False,False,False,False,False,False,False,False,,,,,,
Hays CISD,https://www.hayscisd.net/Page/11181,,False,,2020-03-16,2020-04-05,False,False,False,False,False,False,False,False,,,,,,
Hempstead ISD,,,False,Hempstead Elementary,2020-03-16,2020-04-10,False,True,True,False,True,False,False,False,9:00 AM,11:30 AM,9:00 am,10:10 am,10:25 am,11:30 am
Henderson ISD,,,False,,2020-03-16,2020-03-24,False,False,False,False,False,False,False,False,,,,,,
Hitchcock ISD,https://www.hitchcockisd.org/,Details:  A bus will be parked in front of each location,False,"KFHS Parking Lot, Crosby Middle School",2020-03-16,2020-03-20,False,False,False,False,False,True,False,False,10:30 AM,11:30 AM,2:30 PM,3:30 PM,,
Hondo ISD,https://www.hondoisd.net/,,False,,,,False,False,False,False,False,False,True,False,,,,,,
Honey Grove ISD,https://www.honeygroveisd.net/,Details:  Child must be present for pickup. Drive thru the elementary pick up line.,False,Elementary School,2020-03-16,2020-04-03,False,True,True,False,True,False,False,True,9:30 AM,11:00 AM,,,,
Houston ISD,https://www.houstonisd.org/healthalerts,,False,,2020-03-13,2020-04-10,False,False,False,False,False,False,False,False,,,,,,
Huffman ISD,https://www.huffmanisd.net/,,False,HES in the back at Copeland cafeteria area,2020-03-13,2020-04-10,False,True,True,False,True,False,False,False,,,,,,
Hughes Springs ISD,https://www.hsisd.net/page/COVID19,,False,,2020-03-16,2020-03-20,False,False,False,False,False,False,False,False,,,,,,
Hull-Daisetta ISD,,,False,,2020-03-16,2020-03-20,False,False,False,False,False,False,False,False,,,,,,
Humble ISD,https://www.humbleisd.net/site/default.aspx?PageType=3&ModuleInstanceID=174671&ViewID=7b97f7ed-8e5e-4120-848f-a8b4987d588f&RenderLoc=0&FlexDataID=355948&PageID=111376,Details:  Reservations are not required but are appreciated. They can be submitted through the school website.,False,"Elm Grove Elementary School, Oaks Elementary School, Ridge Creek Elementary School, River Pines Elementary School, Humble Middle School, and Ross Sterling Middle School",2020-03-16,2020-04-10,False,True,True,False,True,False,False,False,10:00 AM,11:00 AM,,,,
Huntington ISD,https://www.huntingtonisd.com/apps/news/article/1184419,,False,,2020-03-16,2020-03-20,False,False,False,False,False,False,False,False,,,,,,
Hurst-Euless-Bedford ISD,https://www.hebisd.edu/coronavirus?fbclid=IwAR1OzK5Tmb6-Hqax4AOKWTrVhrOBqb6PXmB0VDKjDUNSXf2vZ-dTRlzPNbc,Details: HEB ISD will offer free breakfast and lunch for all children,True,"Bellaire Elementary, Midway Park Elementary, Oakwood Terrace Elementary, Stonegate  Elementary, West Hurst Elementary, Hurst Junior High",2020-03-16,2020-04-03,False,True,True,False,True,False,False,False,8:00 AM,9:00 AM,11:00 AM,12:00 PM,,
Irion County ISD,https://www.irion-isd.org,,False,,2020-03-16,2020-03-27,False,False,False,False,False,False,False,False,,,,,,
